studiengang,hochschule,modul_id,modulname,satz_nr,satz
Maschinenbau (B.Sc.),TH Mittelhessen,B0010,Mathematik 1,1,Die Studierenden können mit reellen und komplexen Zahlen umgehen Gleichungen auflösen und Funktionen anwenden Gleichungssysteme lösen
Maschinenbau (B.Sc.),TH Mittelhessen,B0010,Mathematik 1,2,Die Studierenden können einfache mathematische Fragestellungen in Gruppen kooperativ lösen
Maschinenbau (B.Sc.),TH Mittelhessen,B0010,Mathematik 1,3,Die Studierenden können ihre mathematischen Fähigkeiten beurteilen ihren Lernfortschritt in Mathematik reflektieren und ihr Lernverhalten entsprechend anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0011,Mathematik 2,1,"Funktionen differenzieren und integrieren ihre vertieften Kenntnisse der Analysis, insbesondere im Bereich der Differential- und Integralrechnung, anwenden und sind in der Lage, die entsprechenden mathematischen Techniken in unterschiedlichsten Anwendungsbereichen einzusetzen. gewöhnliche Differentialgleichung lösen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0011,Mathematik 2,2,"Die Studierenden können auch kompliziertere Aspekte ingenieurtechnischer Sachverhalte mathematisch formulieren und sind in der Lage, die mathematischen Grundlagen weitergehender ingenieurtechnischer Fachdisziplinen zu verstehen."
Maschinenbau (B.Sc.),TH Mittelhessen,B0011,Mathematik 2,3,Die Studierenden können ihre mathematischen Fähigkeiten beurteilen ihren Lernfortschritt in Mathematik reflektieren und ihr Lernverhalten entsprechend anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0012,Mathematik 3,1,Die Studierenden können die grundlegenden Prinzipien der Kombinatorik und der Wahrscheinlichkeitsrechnung auf technische Fragestellungen anwenden statistische Methoden in unterschiedlichsten Anwendungsbereichen einsetzen. problembezogen Wahrscheinlichkeitsverteilungen auswählen und ausgewählte statistische Testverfahren anwenden
Maschinenbau (B.Sc.),TH Mittelhessen,B0012,Mathematik 3,2,"Die Studierenden können statistische Methoden auf ingenieurtechnische Sachverhalte, insbesondere auf dem Gebiet des Qualitätsmanagements anwenden"
Maschinenbau (B.Sc.),TH Mittelhessen,B0012,Mathematik 3,3,Die Studierenden können ihre statistischen Fähigkeiten beurteilen ihren Lernfortschritt in Wahrscheinlichkeitsrechnung und Statistik reflektieren und ihr Lernverhalten entsprechend anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,1,"Die Studierenden können die grundlegenden Begriffe der Mechanik definieren die Axiome der Mechanik anwenden ingeníeurtechnische Fragestellungen der statischen Mechanik beurteilen und beantworten erkennen, dass alle wesentlichen Gleichungen der Statik aus dem Gleichgewicht am Gesamtsystem oder Teilsystem folgen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,2,Die Studierenden können komplexe Aufgabenstellungen der Statik strukturiert und systematisch lösen und dabei Wissen aus den Bereichen Mathematik und Physik anwenden. eigene Ergebnisse überprüfen und die Anwendungsgrenzen der verwendeten Modelle klar erkennen
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,3,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen Fachvokabular der technischen Mechanik in Diskussion anwenden in Gruppen Lösungskonzepte für die Umsetzung von Fragestellungen der Statik erarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,4,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen ihre Fähigkeiten in technischer Mechanik beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,1,"Spannungen und Verformungen bei Zug-, Druck, Torsions- und Biegebeanspruchung berechnen Knicklasten berechnen Die zur Formänderung erforderliche Arbeit sowie die Formänderungsenergie berechnen das Werkstoff-Elastizitätsgesetz anwenden"
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,2,"Die Studierenden können allgemeine Spannungs- und Dehnungszustände beurteilen erkennen, dass alle wesentlichen Gleichungen der elastischen Verformung aus dem Gleichgewicht an einem infinitesimalen Element folgen Mechanik-Berechnungsmodelle aus praktischen Fragestellungen ableiten"
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,3,Die Studierenden können das erweiterte Fachvokabular der technischen Mechanik in Diskussion anwenden in Gruppen Lösungskonzepte für die Umsetzung von Fragestellungen elastischer Verformungen erarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,4,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen ihre Fähigkeiten in technischer Mechanik beurteilen mechanische Zusammenhänge erkennen und analytisch durchdenken
Maschinenbau (B.Sc.),TH Mittelhessen,B0022,Technische Mechanik 3,1,Die Studierenden können die wesentlichen Zusammenhänge der Kinematik/Kinetik von Körperpunkten und des starren Körpers.wiedergeben auf Basis der vermittelten Kenntnisse Aufgaben zu Schwingungsproblemen und Stoßvorgängen zu lösen
Maschinenbau (B.Sc.),TH Mittelhessen,B0022,Technische Mechanik 3,2,"Die Studierenden können erkennen, dass sie mit dem Wissen aus dem Modul Technische Mechanik 1, den neu zu erwerbenden Kenntnissen der Kinematik und der Anwendung der Impulsbilanz (dynamisches Kräftegleichgewicht) und der Drehimpulsbilanz (dynamisches Momentengleichgewicht) in der Lage sind, die Bewegung von Körpern unter der Einwirkung von Kräften und Momenten zu bestimmen."
Maschinenbau (B.Sc.),TH Mittelhessen,B0022,Technische Mechanik 3,3,Die Studierenden können das erweiterte Fachvokabular der technischen Mechanik in Diskussion anwenden in Gruppen Lösungskonzepte für die Umsetzung von Fragestellungen der Kinematik erarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0022,Technische Mechanik 3,4,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen ihre Fähigkeiten in technischer Mechanik beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0030,Material- und Fertigungstechnologie 1 /,1,"Die Studierenden können darstellen, wie Materie und damit Werkstoffe entstehen den Aufbau von Materie und deren Aufbauprinzipien beschreiben die Arten der chemischen Bindungen voneinander abgrenzen und beurteilen, wann diese Bindungen auftreten die aus den Bindungen folgenden grundlegenden Eigenschaften von Metallen, Keramiken, Gläsern und Polymeren ableiten und kennen die wichtigsten Struktur-Eigenschaftsbeziehungen für die wichtigsten Werkstoffgruppen die jeweils geeigneten Herstellungsverfahren nennen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0030,Material- und Fertigungstechnologie 1 /,2,"Die Studierenden können die wichtigsten Grundlagen der Physik, Chemie und Technik erläutern die wichtigsten Einflüsse der Herstellungs- und Fertigungsverfahren auf Werkstoffeigenschaften beurteilen die grundlegenden naturwissenschaftlichen Prinzipien anwenden und deren Bedeutung beschreiben die erworbenen Kenntnisse zur Beurteilung technischer Fragestellungen des Alltags nutzen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0030,Material- und Fertigungstechnologie 1 /,3,Die Studierenden können das entsprechende Fachvokabular der Material- und Fertigungstechnologie anwenden in Gruppen Lösungskonzepte für die Umsetzung von Fragestellungen der Material- und Fertigungstechnologie erarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0030,Material- und Fertigungstechnologie 1 /,4,Die Studierenden können ihre persönlichen Ressourcen reflektieren und die Notwendigkeit eines lebenslangen Lernens erkennen ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0031,Material- und Fertigungstechnologie 2 /,1,"Die Studierenden können eine zielorientierte Auswahl von metallischen und nicht-metallischen Werkstoffen unter Berücksichtigung der optimalen Fertigungsprozessketten und ausgerichtet auf das Anforderungsprofil, insbesondere der Betriebsbeanspruchung der Bauteile vornehmen das reale Verhalten von Werkstoffen anhand von erweiterten Grundprinzipien ableiten und beurteilen die gewonnenen Erkenntnisse auf eine Vielzahl von Werkstoffgruppen und Varianten der Fertigungsverfahren übertragen geeignete Prüfmethoden zur Ermittlung wichtiger Werkstoffeigenschaften benennen, auswählen und anwenden Werkstoffmodelle darlegen und mit realen Beispielen belegen auf der Basis statistischer Kenngrößen Voraussagen zu Lebensdauer und Sicherheit von Bauteilen treffen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0031,Material- und Fertigungstechnologie 2 /,2,"Die Studierenden können die gewonnenen Erkenntnisse auf eine Vielzahl von Werkstoffen und Varianten der Fertigungsverfahren übertragen die Grundlagenversuche der Werkstoff- und Bauteilprüfung zielgerichtet einsetzen und sind in der Lage, den Einfluss unterschiedlicher Versuchsparameter auf die Prüfergebnisse einzuschätzen werkstofftechnische Fragestellungen analysieren und selbstständig Lösungsstrategien erarbeiten"
Maschinenbau (B.Sc.),TH Mittelhessen,B0031,Material- und Fertigungstechnologie 2 /,3,Die Studierenden können das erweiterte Fachvokabular der Material- und Fertigungstechnologie in Diskussionen anwenden in Gruppen Lösungskonzepte für die Umsetzung von schwierigeren Fragestellungen der Materialund Fertigungstechnologie erarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0031,Material- und Fertigungstechnologie 2 /,4,Die Studierenden können das erworbene Basiswissen der Veranstaltungen zur Material- und Fertigungstechnik zu Beurteilung des Werkstoffeinsatzes bei Fragestellungen in weiterführenden Lehrveranstaltungen im Bachelorstudium nutzen selbstständig Informationen beschaffen und ihr Wissen erweitern ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0032,Material- und Fertigungstechnologie 3 /,1,"Fertigungsverfahren sowie Fertigungsprozessketten hinsichtlich Qualität, Wirtschaftlichkeit und Nachhaltigkeit beurteilen und miteinander vergleichen das Zusammenwirken mehrerer Verfahren zu einer Fertigungsprozesskette erklären die Beziehungen und Wechselwirkungen der Fertigungsverfahren zu Werkstoff- und Gebrauchseigenschaften erklären für eine gegebene Fertigungsaufgabe geeignete Fertigungsprozessketten entwickeln"
Maschinenbau (B.Sc.),TH Mittelhessen,B0032,Material- und Fertigungstechnologie 3 /,2,Die Studierenden können die Abhängigkeiten zwischen den Fertigungsprozessschritten erkennen alternative Fertigungsverfahren bzgl.
Maschinenbau (B.Sc.),TH Mittelhessen,B0032,Material- und Fertigungstechnologie 3 /,3,Vor‐ und Nachteilen einordnen und bewerten Randbedingungen für den technisch und wirtschaftlich sinnvollen Einsatz von Fertigungsverfahren analysieren selbständig Prozessketten für die Fertigung typischer Bauteile bilden Konstruktionen aus fertigungstechnischer Sicht beurteilen und ggf. Verbesserungen ableiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0032,Material- und Fertigungstechnologie 3 /,4,In Fachdiskussionen Fragestellungen der Material- und Fertigungstechnologie diskutieren In der Gruppenarbeit Konflikte erkennen und ausräumen ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren Im Unternehmen in Arbeitsteams Lösungskonzepte für die Umsetzung von schwierigeren Fragestellungen der Material- und Fertigungstechnologie erarbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0032,Material- und Fertigungstechnologie 3 /,5,Die Studierenden können auch ohne direkte Anleitung selbstständig bzw. in Gruppen Problemstellungen bearbeiten ihre Zeit sinnvoll einteilen ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0040,Technische Thermodynamik,1,"Die Studierenden können grundlegende Berechnungen insbesondere für Anwendungen in der Energie-, Antriebs- und Verfahrenstechnik durchführen Grundbegriffe der Thermodynamik erläutern und fachspezifisch anwenden die Bedeutung der Hauptsätze der Thermodynamik darstellen und diese Hauptsätze anwenden Zustandsgrößen idealer Gase berechnen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0040,Technische Thermodynamik,2,Die Studierenden können thermodynamische Kreisprozesse als eine Folge von Zustandsänderungen eines Arbeitsmediums beschreiben
Maschinenbau (B.Sc.),TH Mittelhessen,B0040,Technische Thermodynamik,3,Fragestellungen der technischen Thermodynamik in Gruppen diskutieren und wärmetechnische Fragestellungen bearbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0040,Technische Thermodynamik,4,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der technischen Thermodynamik beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0050,Konstruktionslehre,1,"Technische Zeichnungen lesen und verstehen sowie normgerecht selbst erstellen Bauteile und Baugruppen zeichnen (auch als Handskizze) und funktions- oder fertigungsgerecht bemaßen kennen die grundlegenden Begriffe und Definitionen der Cxx-Techniken sicher in Gruppen/Projekten arbeiten, da Sie mit der Struktur der Datenverwaltung entsprechender CAD-Systeme vertraut sind"
Maschinenbau (B.Sc.),TH Mittelhessen,B0050,Konstruktionslehre,2,"Die Studierenden sind vertraut mit der typischen Form, Lage und Funktion wichtiger Norm- und Maschinenteile mit den grundlegenden Begriffen und Definitionen der CXX-Techniken mit den Grundlagen des dreidimensionalen Konstruierens sowie der anschließenden Erstellung von Baugruppen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0050,Konstruktionslehre,3,Die Studierenden können einfache Bauteile selbständig anhand von 2D- Zeichnungen/ Skizzen in eine 3D-Konstruktion umzusetzen und daraus funktionsgerechte Baugruppen zu erstellen
Maschinenbau (B.Sc.),TH Mittelhessen,B0050,Konstruktionslehre,4,Fragestellungen der Konstruktionslehre in Gruppen diskutieren und entsprechende CADFragestellungen bearbeiten
Maschinenbau (B.Sc.),TH Mittelhessen,B0050,Konstruktionslehre,5,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Konstruktionstechnik beurteilen kreativ Lösungen für konstruktive Aufgaben finden ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0060,Maschinenelemente 1,1,Die Studierenden können die wichtigsten Maschinenelemente rechnerisch auslegen und kennen ihre Funktion und Einsatzmöglichkeiten Funktionsnachweise in Form von statischen und dynamische Werkstoff- und Bauteilbeanspruchbarkeiten durchführen
Maschinenbau (B.Sc.),TH Mittelhessen,B0060,Maschinenelemente 1,2,"Die Studierenden beherrschen die Vorgehensweisen bei der Gestaltung, Analyse, Berechnung und dem Einsatz von Maschinenelementen als Teil von Maschinensystemen die Anwendungen und Berechnungsmethoden zu gängigen Maschinenelementen Methodenkompetenzen (fachlich & überfachlich)"
Maschinenbau (B.Sc.),TH Mittelhessen,B0060,Maschinenelemente 1,3,Die Studierenden können einfache Bauteile selbständig anhand von 2D- Zeichnungen/ Skizzen in eine 3D-Konstruktion umzusetzen und daraus funktionsgerechte Baugruppen zu erstellen
Maschinenbau (B.Sc.),TH Mittelhessen,B0060,Maschinenelemente 1,4,Fragestellungen der Konstruktionslehre in Gruppen diskutieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0060,Maschinenelemente 1,5,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Maschinenelemente beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0061,Maschinenelemente 2,1,Maschinensysteme auch mit elektrischen/elektronischen/mechatronischen Komponenten funktional in ihre Teilsysteme ordnen und so komplexere funktionale Zusammenhänge abstrahieren. das Bewegungsverhalten von Maschinen(teil)systemen mit Hilfe der Theorie der Starrkörperkinetik simulieren Methodenkompetenzen (fachlich & überfachlich)
Maschinenbau (B.Sc.),TH Mittelhessen,B0061,Maschinenelemente 2,2,"Die Studierenden können mithilfe der erlernten Methoden wesentliche Komponenten (wie Kupplungen, Bremsen, E-Motoren, mechatronische Aktuatoren, etc.) auslegen komplexe Maschinenanlagen ganzheitlich beurteilen sowie Optimierungspotentiale ableiten"
Maschinenbau (B.Sc.),TH Mittelhessen,B0061,Maschinenelemente 2,3,Die Studierenden können aufgrund der Gruppen-Projektarbeit Fragestellungen der Konstruktion in Gruppen diskutieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0061,Maschinenelemente 2,4,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Konstruktion von Maschinensystemen beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0062,Maschinenelemente 3,1,"Maschinensystemen zur mechanischen Antriebstechnik gestalten anhand eines Konstruktionsprojektes Getriebe entwerfen und gestalten. auf Basis von Freiformflächenmodellierungen, Parameterkurven und programmierbarer Parameterbeziehungen komplexe geometrische Modellierungen erstellen Methodenkompetenzen (fachlich & überfachlich)"
Maschinenbau (B.Sc.),TH Mittelhessen,B0062,Maschinenelemente 3,2,"Die Studierenden können komplexe Maschinensysteme zur mechanischen Antriebstechnik funktional in Teilsystemen strukturieren diese komplexen Maschinensysteme mit Hilfe der erlernten Berechnungsmethoden auslegen und deren Charakteristika den funktionalen Anwendungen zuordnen durch die weiterentwickelten CAD-Kenntnisse komplexere Maschinen(teil)systeme mit Freiformflächen, FEM- und Starrkörper-Simulation auslegen und konstruieren"
Maschinenbau (B.Sc.),TH Mittelhessen,B0062,Maschinenelemente 3,3,Die Studierenden können aufgrund der Gruppen-Projektarbeit Fragestellungen der Konstruktion in Gruppen diskutieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0062,Maschinenelemente 3,4,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Konstruktion von Maschinensystemen beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0070,Grundlagen der Elektrotechnik,1,Die Studierenden beherrschen die Grundlagen der Gleichstromtechnik und Wechselstromtechnik die Wirkungsweise und Einsatzgebiete passiver Elemente
Maschinenbau (B.Sc.),TH Mittelhessen,B0070,Grundlagen der Elektrotechnik,2,Die Studierenden können die vermittelten Berechnungsverfahren zur Gleichstrom- und Wechselstromtechnik anwenden prinzipielle Vorgehensweisen und Techniken zum Lösen ingenieurmäßiger Aufgaben auf dem Gebiet der Elektrotechnik anwenden
Maschinenbau (B.Sc.),TH Mittelhessen,B0070,Grundlagen der Elektrotechnik,3,Fragestellungen der Elektrotechnik in Gruppen diskutieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0070,Grundlagen der Elektrotechnik,4,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Elektrotechnik beurteilen ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0071,Elektrotechnik Labor,1,Die Studierenden beherrschen praktische Aspekte der elektrischen Energieversorgung und elektrischer Maschinen und Antriebe Komponenten der Leistungselektronik und der Regelungstechnik in Schaltungen relevante Parameter messtechnisch erfassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0071,Elektrotechnik Labor,2,Die Studierenden können reale Schaltungen und Systeme aufbauen und zu analysieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0071,Elektrotechnik Labor,3,Fragestellungen der Elektrotechnik in Gruppen diskutieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0071,Elektrotechnik Labor,4,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Elektrotechnik beurteilen
Maschinenbau (B.Sc.),TH Mittelhessen,B0080,Wirtschaftswissen für Ingenieure,1,"Die Studierenden beherrschen Grundlagen der Betriebswirtschaftslehre Grundzüge des betrieblichen Rechnungswesens Grundlagen des Rechts, der Normauslegung und der Rechtsanwendung strategische und operative Planungen durchführen einfache Businesspläne aufstellen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0080,Wirtschaftswissen für Ingenieure,2,Die Studierenden können materialwirtschaftliche Prozesse nachvollziehen und beurteilen die rechtlichen Konsequenzen wirtschaftlicher Tätigkeiten abschätzen
Maschinenbau (B.Sc.),TH Mittelhessen,B0080,Wirtschaftswissen für Ingenieure,3,"Soziale Konsequenzen betriebswirtschaftlicher Entscheidungen abschätzen Das Verhalten von Unternehmungen rechtlich und betriebswirtschaftlich nachzuvollziehen und deren Konsequenzen gesellschaftlich beurteilen eigenständig einfache rechtliche Problemstellungen zu analysieren, mit Juristen zusammenarbeiten und kommunizieren"
Maschinenbau (B.Sc.),TH Mittelhessen,B0080,Wirtschaftswissen für Ingenieure,4,Die Studierenden können das eigene Verhalten unter rechtlichen und betriebswirtschaftlichen Aspekten beurteilen. ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,1,Qualifikations- und Lernziele wissenschaftlicher Umgang mit
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,2,Aufgaben der Wissenschaften und Wissenschaftsvokabular
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,3,Ablauf wissenschaftlicher Prozesse
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,4,"Techniken des wissenschaftlichen Arbeitens u.a. Literaturrecherche, Zietieren)"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,5,Suchstrategien bei der Quellenarbeit
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,6,"Verarbeitung und Speicherung wissenschaftlichen Materials (Literaturverwaltung, Bibliografieren) Grundlagen des wissenschaftlichen Schreibens"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,7,"wissen, was unter Wissenschaft zu verstehen ist und können eine grundlegende Systematisierung vornehmen,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,8,"wissen, welche Aufgaben/Funktionen die Wissenschaften in der Gesellschaft erfüllen/wahrnehmen,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,9,"kennen die charakteristischen Merkmale des wissenschaftlichen Arbeitens und können diese beispielhaft darlegen,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,10,"unterscheiden die wichtigsten Arten wissenschaftlichen Materials,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,11,"kennen die grundlegenden Aspekte des wissenschaftlich orientierten Recherchierens und wenden mit ausgewählten Suchverfahren die Literatursuche beispielsweise im Bibliothekskatalog an,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,12,erlernen das direkte und indirekte Zitieren sowie den Umgang mit wissenschaftlichen Quellen
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,13,können experimentell ermittelte Daten darstellen und auswerten
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,14,"sind in der Lage, die Richtigkeit und Präzision experimenteller Daten zu beurteilen."
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,15,"lernen die grundlegende Herangehensweise in der Forschung kennen,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,16,lernen die Grundlagen des wissenschaftlichen Arbeitens kennen und wenden diese an
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,17,"arbeiten selbststeuernd und im Team, um Aufgaben gemeinsam zu lösen."
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,18,können dabei ihre Leistung reflektieren und ggf. anpassen.
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,19,"können ihren Lernprozess und ihre Ziele reflektieren,"
Maschinenbau (B.Sc.),TH Mittelhessen,B0090,Methoden des wissenschaftlichen Arbeitens,20,erlernen die Umsetzung von Aufgaben mit Präzision und Detailtreue
Maschinenbau (B.Sc.),TH Mittelhessen,B0100,Naturwissenschaften für Ingenieure,1,Die Studierenden besitzen ein Verständnis für die physikalischen Funktionsweisen von optischen und akustischen Instrumenten und verfügen über Kenntnisse beim Einsatz von solchen Instrumenten in der praktischen Anwendung
Maschinenbau (B.Sc.),TH Mittelhessen,B0100,Naturwissenschaften für Ingenieure,2,"Die Studierenden können die grundlegenden Eigenschaften von Wellen beschreiben die physikalischen Grundlagen von Wellenphänomenen wie Reflektion, Brechung und Interferenz darstellen optische Elemente wie Prismen, Linsen und Spiegel in ihren Eigenschaften beschreiben die physikalischen Grundlagen von akustischen und elektromagnetischen Wellen unterscheiden"
Maschinenbau (B.Sc.),TH Mittelhessen,B0100,Naturwissenschaften für Ingenieure,3,Die Studierenden können die grundlegenden physikalischen Gesetze der Elektrizität und des Magnetismus anwenden und entwickeln ein Verständnis für die Zusammenhänge auf den Gebieten der Elektrostatik und Elektrodynamik elektrische und elektronische Geräte im täglichen Gebrauch einsetzen
Maschinenbau (B.Sc.),TH Mittelhessen,B0100,Naturwissenschaften für Ingenieure,4,Die Studierenden können physikalische Fragestellungen in Gruppen diskutieren und mit Physikern kommunizieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0100,Naturwissenschaften für Ingenieure,5,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Physik beurteilen und kritisch reflektieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0110,Informatik für Ingenieure,1,Die Studierenden beherrschen Grundbegriffe der Datenverarbeitung
Maschinenbau (B.Sc.),TH Mittelhessen,B0110,Informatik für Ingenieure,2,Die Studierenden können mit Hilfe geeigneter Beispiele die zunehmende Bedeutung der Datenverarbeitung in technischen Systemen einschätzen kleinere Programme mit Hilfe unterschiedlicher Programmiersprachen erstellen
Maschinenbau (B.Sc.),TH Mittelhessen,B0110,Informatik für Ingenieure,3,"Die Studierenden können grundlegende Konzepte der Imperativen Programmierung anwenden und sind in der Lage, einfache Problemstellungen algorithmisch zu erfassen und in einem Programm zu implementieren"
Maschinenbau (B.Sc.),TH Mittelhessen,B0110,Informatik für Ingenieure,4,Die Studierenden können durch Gruppenübungen ihre Zusammenarbeit und Teamfähigkeit steigern
Maschinenbau (B.Sc.),TH Mittelhessen,B0110,Informatik für Ingenieure,5,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der Informatik beurteilen und kritisch reflektieren
Maschinenbau (B.Sc.),TH Mittelhessen,B0120,Grundlagen der Mess- und Sensortechnik /,1,"Die Studierenden beherrschen die Grundlagen der Mess- und Sensortechnik und sind befähigt, grundlegende messtechnische Aufgaben selbständig zu lösen. unterschiedliche Verfahren zur Erfassung und Auswertung von Messgrößen anwenden und kennen die wichtigsten Sensorprinzipien kleinere Programme mit Hilfe unterschiedlicher Programmiersprachen erstellen"
Maschinenbau (B.Sc.),TH Mittelhessen,B0120,Grundlagen der Mess- und Sensortechnik /,2,Die Studierenden können selbstständig Aufgabenstellungen lösen und wenden dabei Matlab/Simulink/Python an.
