studiengang,hochschule,modul_id,modulname,satz_nr,satz
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Privatheit & Anonymität in einer vernetzten Welt,2,"Sie sollten die Bereitschaft mitbringen, neue veröffentliche Forschungsarbeiten zum Thema ""Privacy"" zu begutachten bzw. zu diskutieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seminar: Formale Spezifikation und Verifikation,1,Nach erfolgreicher Teilnahme an der Veranstaltung können die Studierenden sich eigenständig in ein Thema anhand von wissenschaftlichen Veröffentlichungen einarbeiten.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seminar: Formale Spezifikation und Verifikation,2,Sie sind mit den verschiedenen Techniken der Literaturrecherche vertraut.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seminar: Formale Spezifikation und Verifikation,3,Sie können über mehrere wissenschaftliche Arbeiten hinweg Techniken vergleichen und Forschungsergebnisse übergreifend evaluieren.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seminar: Formale Spezifikation und Verifikation,4,"Sie können die wesentlichen Aspekte der untersuchten Arbeiten erkennen und diese kompakt einem Publikum mit heterogenem Vorwissensstand vortragen, wobei sie dabei effektiv verschiedene Präsentationstechniken anwenden."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seminar: Formale Spezifikation und Verifikation,5,Nach dem Vortrag können die Vortragenden aktiv eine Fachdiskussion zu dem von ihnen präsentierten Thema bestreiten.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Grundlagen der Computersicherheit,1,Nach erfolgreicher Teilnahme an diesem Seminar werden die Studierenden fähig sein aktuelle Entwicklungen in den Grundlagen der Computersicherheit mit Bezug zu formalen Methoden zu diskutieren.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Grundlagen der Computersicherheit,2,"Des Weiteren, werden die Studierenden ihre Fähigkeit im Lesen und Verstehen wissenschaftlicher Artikel, im Präsentieren wissenschaftlicher Ergebnisse und im Diskutieren und Vergleichen formaler Ansätze der Computersicherheit und derer Implementierung verbessern."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Grundlagen der Computersicherheit,3,Voraussetzung für die Teilnahme Empfohlen: Informatikkenntnisse entsprechend der ersten vier Semester des Bachelorstudiengangs Informatik.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Privatsphäre-schützende Technologien,1,Die Studierenden lernen aktuelle und praktikable Techniken zum Schutz der Privatsphäre.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen zu Nebenläufigkeit und Parallelität,1,"Nach erfolgreicher Teilnahme an diesem Seminar werden die Studierenden fähig sein, aktuelle Entwicklungen in den Bereichen Nebenläufigkeit und Parallelität zu diskutieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen zu Nebenläufigkeit und Parallelität,2,"Des Weiteren werden die Studierenden ihre Fähigkeiten im Lesen und Verstehen wissenschaftlicher Artikel und im Präsentieren, Diskutieren und Vergleichen wissenschaftlicher Ergebnisse verbessern."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zivile Sicherheit,1,- Erstellen von wissenschaftlichen Kurzvorträgen
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zivile Sicherheit,2,Verwendung von Zitaten
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zivile Sicherheit,3,Interdisziplinäre Sicherheitsbetrachtung
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zivile Sicherheit,4,Einsatz von Methoden der Betrugserkennung Voraussetzung für die Teilnahme Empfohlen: Hilfreich sind Grundkenntnisse in Internettechnologie und IT Security.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zivile Sicherheit,5,Für einzelne Seminarthemen werden in der Veranstaltungen weitere Empfehlungen hinsichtlich der Vorkenntnisse ausgesprochen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,IT in der Grundlehre,1,"Nach Besuch der Veranstaltung sind die Studierenden in der Lage, geeignete IT-basierte Konzepte für Vorlesung sowie Übungs-und Prüfungsbetrieb in Lehrveranstaltungen mit großen, heterogenen Teilnehmergruppen zu entwickeln und softwareseitig umzusetzen."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Modellierung und Analyse von Aktoren-basierten Softwaresystemen,1,- Wissen über das aktor-basierte Programmierparadigma
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Modellierung und Analyse von Aktoren-basierten Softwaresystemen,2,Wissen über die Modellierung und formale Analyse von Softwaresystemen
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Modellierung und Analyse von Aktoren-basierten Softwaresystemen,3,Durchdringung und Aufarbeitung von wissenschaftlichen Konferenzbeiträgen und Journalartikeln zum Seminarthema
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Modellierung und Analyse von Aktoren-basierten Softwaresystemen,4,Verständliche und organisierte Präsentation wissenschaftlicher Artikel
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Parallel Computing,1,Kennenlernen aktueller Themen im Bereich Parallelverarbeitung
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Parallel Computing,2,Literatur auswählen und analysieren
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Parallel Computing,3,Verständliche Berichte formulieren
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Parallel Computing,4,Übersichtliche Folien erstellen
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Parallel Computing,5,Mündlich präsentieren
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Parallel Computing,6,Anderen Teilnehmern Feedback geben
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen zu Programmsemantiken,1,"Nach erfolgreicher Teilnahme an diesem Seminar werden die Studierenden fähig sein, aktuelle Entwicklungen im Bereich von Programmsemantiken zu diskutieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen zu Programmsemantiken,2,"Des Weiteren werden die Studierenden ihre Fähigkeiten im Lesen und Verstehen wissenschaftlicher Artikel und im Präsentieren, Diskutieren und Vergleichen wissenschaftlicher Ergebnisse verbessern."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",1,Studierende verstehen nach erfolgreichem Besuch der Veranstaltung die technischen und theoretischen Grundkonzepte für Frieden und Sicherheit.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",2,Insbesondere lernen sie:
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",3,"Grundlagen der Friedens-, Konflikt-, und Sicherheitsforschung aus Blickwinkel der Informatik"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",4,Herausforderungen der IT-Gestaltung und –Nutzung im Kontext von Frieden und Sicherheit
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",5,Methoden zur Entwicklung sicherheitskritischer Mensch-Computer-Interaktion
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",6,Selbstständige Auseinandersetzung mit wissenschaftlichen Texten
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",7,Verfassen wissenschaftlicher Ausarbeitungen
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Krisen-, Sicherheits- und Friedenstechnologien",8,Begutachtung wissenschaftlicher Texte
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Schutz von verteilten Infrastrukturen und Netzwerken,1,"Studenten, die an dem Seminar teilnehmen, haben die Chance die Themen durch strukturierte Forschung, näher kennen zu lernen."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Schutz von verteilten Infrastrukturen und Netzwerken,2,"Ihre Aufgabe wird es sein, aktuelle wissenschaftliche Veröffentlichungen zu verstehen, um deren Beitrag zu erklären."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Schutz von verteilten Infrastrukturen und Netzwerken,3,Außerdem muss ein Survey über das bearbeitete Thema verfasst werden.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",1,Studierende verstehen nach erfolgreichem Besuch der Veranstaltung die technischen und theoretischen Grundkonzepte für Frieden und Sicherheit.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",2,Insbesondere lernen sie:
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",3,"Grundlagen der Friedens-, Konflikt-, und Sicherheitsforschung aus Blickwinkel der Informatik"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",4,Herausforderungen der IT-Gestaltung und –Nutzung im Kontext von Frieden und Sicherheit
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",5,Methoden zur Entwicklung sicherheitskritischer Mensch-Computer-Interaktion
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",6,Selbstständige Auseinandersetzung mit wissenschaftlichen Texten
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",7,Verfassen wissenschaftlicher Ausarbeitungen
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Seminar Cyber-Sicherheit, -Krieg, und -Frieden",8,Begutachtung wissenschaftlicher Texte
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Grundlagen statischer Analysen,1,"Die Studierenden werden vertraut sein mit den Grundlagen von fortgeschrittenen Analysen und werden in der Lage sein, die Angemessenheit bestimmter Techniken und Algorithmen für konkrete Anwendungsfälle zu beurteilen."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Grundlagen statischer Analysen,2,"Die Studierenden werden weiterhin in der Lage sein fortgeschrittene, technische Themen im Bereich statische Analyse effektiv zu präsentieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Sichere Mehrparteienberechnungen,1,Die Studierenden lernen die theoretischen Grundlagen sicherer Mehrparteienberechnungen und diverse Anwendungsbereiche im Detail kennen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Sichere Mehrparteienberechnungen,2,"Sie sind in der Lage, einen wissenschaftlichen Artikel aufzuarbeiten und zu präsentieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Performance Engineering,1,"- Verstaendnis der Performanzfaktoren und -indikatoren von SMP Plattformen: Compute Units, Memory Design, Synchronisation Protocols"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Performance Engineering,2,"Verständnis der Wichtigkeit vergleichbarer, nachvollziehbarer und reproduzierbarer Messergebnisse"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Algorithmen und Plattformen des Reinforcement Learning,1,Am Ende dieses Kurses verstehen Studierende die aktuellen Forschungsthemen im Reinforcement Learning und sind in der Lage die Literaturvorstudie für eine Forschungsarbeit in diesem Bereich durchzuführen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zero Knowledge Beweissysteme,1,Die Studierenden lernen die theoretischen Grundlagen von Zero Knowledge Beweissystemen und diverse Anwendungsbereiche im Detail kennen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Zero Knowledge Beweissysteme,2,"Sie sind in der Lage, einen wissenschaftlichen Artikel aufzuarbeiten und zu präsentieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Wertbasierte Qualitätskontrolle,1,"Neben den Standardzielen eines Seminars liegt der Schwerpunkt auf der kritischen Beurteilung von Software-Entwicklungskonzepten Voraussetzung für die Teilnahme Empfohlen: Eigene Projekterfahrung im Bereich Anforderungsanalyse, erfolgreicher Abschluss der LV Software Engineering."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Erweitertes Seminar - Systems and Machine Learning,1,Nach diesem Seminar sind Studierende in der Lage:
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Erweitertes Seminar - Systems and Machine Learning,2,einen unbekannten Text aus den Bereichen des Seminars selbständig aufzuarbeiten
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Erweitertes Seminar - Systems and Machine Learning,3,eine Präsentation und eine schriftliche Zusammenfassung für ein Fachpublikum in diesem Gebiet zu entwickeln
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Erweitertes Seminar - Systems and Machine Learning,4,an einer Fachdiskussion über ein Thema aus den Bereichen des Seminars sinnvoll teilzunehmen
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Erweitertes Seminar - Systems and Machine Learning,5,die Meinung über eine wissenschaftliche Arbeit in der Form eines schriftlichen Peer-Reviews zu artikulieren
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Binary Analysis Seminar,1,Die Veranstaltung vermittelt dem Studierenden ein Grundverständnis der Analyse von nativem Code.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Binary Analysis Seminar,2,Zusätzlich wird durch den Vergleich der Werkzeuge die Fähigkeit des wissenschaftlichen Arbeitens gefördert.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Binary Analysis Seminar,3,Außerdem sammeln die Studierenden praktische Erfahrungen im Umgang mit gängigen Analysewerkzeugen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Binary Analysis Seminar,4,Die Studierenden sind nach der Veranstaltung in der Lage sich selbstständig in weitere ähnliche und komplexere Themen dieser Art einzuarbeiten.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Bildungstechnologien,1,"Das Lernziel besteht einerseits darin wissenschaftliche Publikationen, deren Aufbau und wissenschaftliche Methoden kennen, analysieren und anwenden zu lernen."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Bildungstechnologien,2,Andererseits soll ein Einblick in aktuelle Technologien gewonnen werden und sollen diese auf ihren Einsatz im Anwendungsfeld Bildung hin beurteilt werden.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Seminar,1,"Nach der Teilnahme am ""DSP-Seminar"" können Studierende technische und wissenschaftliche Probleme im Bereich DS aufarbeiten und präsentieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Seminar,2,Je nach ausgewähltem Thema erlernen Studierende folgende Kompetenzen:
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Seminar,3,Literaturrecherche im Themenbereich
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Seminar,4,Methodische Analyse und Auswertung von:
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Seminar,6,Schreiben von technischen Dokumenten oder Projektberichten
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Seminar,7,Erstellen und Vortragen eines Abschlussvortrages
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktor-basierte Programmiersprachen,1,* Fähigkeit ein wissenschaftliche Thema aufzuarbeiten und zu präsentieren * Fähigkeit wissenschaftliche Berichte zu lesen und verwandte Arbeiten zu recherchieren * Erwerb von Wissen über Aktor-basierte Sprachen und deren Anwendung
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen zu Modular Verification,1,Die Studierenden können nach erfolgreicher Durchführung der Veranstaltung ausgewählte Forschungsaktivitäten und -resultaten zu modular Verifikation diskutieren.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen zu Modular Verification,2,"Des Weiteren werden sie ihre Fähigkeiten im Lesen und Verstehen wissenschaftliche Artikel, im Präsentieren wissenschaftlicher Resultate und im wissenschaftlichen Diskutieren weiterentwickeln."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittene Techniken der Softwareverifikation,1,Nach erfolgreichem Abschluss des Seminars können sich die Studierenden anhand von Ausgangsliteratur eigenständig in ein wissenschaftliches Thema einarbeiten und dieses Thema einem heterogenen Fachpublikum sowohl mündlich als auch schriftlich präsentieren.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittene Techniken der Softwareverifikation,2,Im Detail können die Studierenden Methoden zur Literaturrecherche anwenden und die Relevanz von gefundener Literatur beurteilen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittene Techniken der Softwareverifikation,3,Sie können den wesentlichen Inhalt einer wissenschaftlichen Veröffentlichung ermitteln und diesen kritisch beurteilen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittene Techniken der Softwareverifikation,4,Außerdem sind sie in der Lage verschiedene wissenschaftliche Arbeiten miteinander zu vergleichen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittene Techniken der Softwareverifikation,5,In einem mündlichen Vortrag können die Studierenden ihr Thema und ihre Ergebnisse einem heterogenen Fachpublikum erklären und ihre Ergebnisse vor diesem Publikum verteidigen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittene Techniken der Softwareverifikation,6,Zusätzlich können die Studierenden in einer schriftlichen Ausarbeitung ihr Thema und ihre Ergebnisse beschreiben.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Deep Learning und Digital Humanities,1,"Nach diesem Seminar werden Studierende dazu in der Lage sein: * Probleme aus dem Umfeld von Digital Humanities zu verstehen * verstehen, wie Deep Learning verwendet werden kann, um diese zu lösen * verstehen, wie man crowd-sourcing für Annotationen durchführt"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Meta-Science,1,- Lernen von Methoden für Trend Prediction
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Meta-Science,2,Analyse und Diskussion wissenschaftilcher Praxis
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Meta-Science,3,generelles Methodenwissen z.B. aus complexity science oder machine learning
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seitenkanalresistente Kryptographie,1,Das Ziel des Seminars ist die Vermittlung der einflussreichsten Paper zu Seitenkanalangriffen und Leakage Resilient Kryptographie.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seitenkanalresistente Kryptographie,3,"Seitenkanalangriffe (z.B. Power-Analyse-Angriffe, Timing-Angriffe, Foreshadow usw.)"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seitenkanalresistente Kryptographie,4,"gängige Gegenmaßnahmen gegen Seitenkanalangriffe (z.B. Kryptographie mit konstanter Zeit, zufällige Ausführung, Maskierungsschemata, algorithmische Gegenmaßnahmen usw.)"
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seitenkanalresistente Kryptographie,5,Sicherheitsmodelle in der Leakage Resilient Kryptographie und formale Sicherheitsanalysen von Gegenmaßnahmen für Seitenkanalangriffe
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,New Trends in Secure Software Engineering,1,"Sie lernen, wie Sie in ein wissenschaftliches Thema eintauchen, eine Präsentation vorbereiten, die den Anforderungen einer wissenschaftlichen Konferenz entspricht, und Führen einer wissenschaftlichen Diskussion."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,New Trends in Secure Software Engineering,2,"Sie lernen auch, wie Sie die Thematik für ein branchenorientiertes Publikum aufbereiten und die Anwendbarkeit für die Industrie dabei zu berücksichtigen."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Angreifermodelle in der IT-Sicherheit,1,"Nach erfolgreicher Teilnahme an diesem Seminar werden die Studierenden fähig sein, aktuelle Entwicklungen im Bereich Angreifermodelle zu diskutieren."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Angreifermodelle in der IT-Sicherheit,2,"Des Weiteren werden die Studierenden ihre Fähigkeiten im Lesen und Verstehen wissenschaftlicher Artikel und im Präsentieren, Diskutieren und Vergleichen wissenschaftlicher Ergebnisse verbessern."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen aus dem Bereich Concurrency Theory,1,Nach erfolgreicher Teilnahme haben Studierende eine Vorstellung von den aktuell bearbeiteten Themen im Bereich Concurrency Theory.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen aus dem Bereich Concurrency Theory,2,Sie können Resultate aus diesem Bereich präsentieren und die Vorteile der präsentierten Methoden kritisch hinterfragen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen aus dem Bereich Concurrency Theory,3,Die Vorstellung der vorliegenden Resultate wird ihnen dabei helfen ihre eigenen Arbeiten klar darzustellen und zu verteidigen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Digitale Souveränität,1,Das Seminar wird in Form einer Konferenz abgehalten.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Digitale Souveränität,2,Die Studierenden lernen das Anfertigen eines wissenschaftlichen Textes und üben die Präsentation vor einem Publikum.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Software-Engineering für Künstliche Intelligenz,1,Die Studierenden entwickeln ein tieferes Verständnis zu SE für KI.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Software-Engineering für Künstliche Intelligenz,2,"Dies umfasst die Schwerpunkte Requirements Engineering, Qualitätssicherung, Entwicklungsprozesse sowie Softwarearchitektur und -Design für Modularität, Wiederverwendbarkeit, Effizienz, Skalierbarkeit, Fairness und Privatsphäre."
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Software-Engineering für Künstliche Intelligenz,3,Die Studierenden lernen die Vorbereitung und Präsentation von wissenschaftlichen Inhalten für ein Publikum mit unterschiedlichem Hintergrundwissen.
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Software-Engineering für Künstliche Intelligenz,4,Außerdem üben die Studierenden die effiziente Vorbereitung von und aktive Teilnahme an wissenschaftlichen Diskussionen sowie deren Moderation.
Informatik (B.Sc.),TU Darmstadt,1.1.4. CORONA-C,1.1.4. CORONA-CON,1,Die Studenten werden sich am Beispiel der Risikoeinschätzung und Kontrollstrategien die folgenden Fertigkeiten aneignen:
Informatik (B.Sc.),TU Darmstadt,1.1.4. CORONA-C,1.1.4. CORONA-CON,2,Einarbeitung in komplexe Fragestellungen
Informatik (B.Sc.),TU Darmstadt,1.1.4. CORONA-C,1.1.4. CORONA-CON,3,Durchführung von Literaturrecherchen
Informatik (B.Sc.),TU Darmstadt,1.1.4. CORONA-C,1.1.4. CORONA-CON,4,Erarbeitung eigener Lösungen
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",1,"Nach Abschluss des Moduls sind Studierende in der Lage,"
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",2,ethische und soziale Aspekte der Informatik sowie ihre professionellen ethischen Leitlinien zu beschreiben.
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",3,Lösungsansätze zum ethischen und sozialen Umgang mit Informatik zu nennen.
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",4,Kriterien für gutes wissenschaftliches Arbeiten zu nennen
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",5,wissenschaftliche Forschungsfragen im Kontext ethischer Aspekte der Informatik zu erarbeiten und unter Anwendung einer wissenschaftlichen Methode zu beantworten
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",6,ihr wissenschaftliches Vorgehen reflektiert in einer Fachdiskussion zu verteidigen
Informatik (B.Sc.),TU Darmstadt,1.1.5. Seminar ,"1.1.5. Seminar Informatik, Ethik und Gesellschaft",7,wissenschaftliche Beiträge Anderer in einem „Peer-Review“ konstruktiv zu begutachten
Informatik (B.Sc.),TU Darmstadt,Seminar Kryptog,Seminar Kryptographie,1,Im Bereich der fachlichen und fachlich methodischen Kompetenzen werden die Studierenden nach der Veranstaltung das Vorwissen aus dem Bereich der Kryptographie auf neue wissenschaftliche Arbeiten anwenden können.
Informatik (B.Sc.),TU Darmstadt,Seminar Kryptog,Seminar Kryptographie,2,"Im Bereich der kommunikativen Kompetenzen werden die Studierenden dann wissenschaftliche Arbeiten so analysieren können, dass sie den fachlichen Stoff daraus präsentieren können."
Informatik (B.Sc.),TU Darmstadt,Verfassen und B,Verfassen und Beurteilen Wissenschaftlicher Veröffentlichungen in der IT-Sicherheit,1,"Im Bereich der kommunikativen Kompetenzen werden die Studierenden gelernt haben, wie man wissenschaftliche Resultate darstellt und wie man wissenschaftliche Arbeiten bewertet."
Informatik (B.Sc.),TU Darmstadt,Verfassen und B,Verfassen und Beurteilen Wissenschaftlicher Veröffentlichungen in der IT-Sicherheit,2,Im Bereich der organisatorischen Kompetenzen werden sie die Abläufe von Konferenzen und den Einsatz entsprechender Systeme erlernt haben.
Informatik (B.Sc.),TU Darmstadt,Sicherheit und ,Sicherheit und Privatheit in vernetzten Systemen,1,"Am Ende der Veranstaltung sind die Studierenden in der Lage, sich in ein wissenschaftliches Thema einzuarbeiten, den aktuellen Stand der Forschung zu einer bestimmten Fragestellung zu beantworten sowie die Ergebnisse im Stil einer Publikation festzuhalten und zu präsentieren."
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,1,Nach erfolgreicher Teilnahme am Seminar können Studierende:
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,2,wissenschaftliche Literatur zur Hochschuldidaktik verstehen und auf konkrete Lehrinhalte beziehen
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,3,Herausforderungen im eigenen Studiengang analysieren und klar benennen
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,4,Konzepte für zusätzliche Lernangebote zu bestehenden Lerninhalten erstellen
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,5,"sich als Gruppe koordinieren und absprechen, um zu einem gemeinsamen Ergebnis zu kommen"
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,6,kleine qualitative Umfragen erstellen und die Ergebnisse auswerten
Informatik (B.Sc.),TU Darmstadt,Konzeptentwurf ,Konzeptentwurf für ein (Informatik-)Studium der angepassten Geschwindigkeit,7,die Ergebnisse in einem Vortrag präsentieren
Informatik (B.Sc.),TU Darmstadt,Humanoide Robot,Humanoide Robotik,1,Am Ende dieses Kurses verstehen die Studierenden aktuelle Forschungsthemen der humanoiden Robotik und können:
